word,p,i
slump,0.0004976632983485357,10.97254238442313
crank,0.0005029513406133101,10.957293550197846
gorge,0.005324355117305103,7.553177487099476
query,3.846490211880295e-05,14.666097837296984
drink,0.0004052422488264595,11.268927788344753
favor,0.00017089051970842594,12.514640015004732
abbey,0.0037083024549702153,8.075025367427221
tangy,0.0004426395914767995,11.14157988215496
panic,0.0006045973809321603,10.691737650210637
solar,0.004731829335851857,7.723386244112092
shire,0.002543318818348282,8.61907196191061
proxy,5.266403763895394e-05,14.212822340474185
point,0.0007012590082050564,10.47776498119445
robot,0.0027885333654165895,8.486277751415983
prick,0.00022848288692092273,12.095626266252458
wince,0.0003531537886575791,11.467415805635195
crimp,0.0002972665852831797,11.715955075589306
knoll,0.001931171811879047,9.016307761430367
sugar,0.0014595189584026202,9.420291333831633
whack,8.089047643933458e-05,13.59367061606488
mount,0.00047283295865185,11.046381777988453
perky,0.0003842923822079367,11.345508001274572
could,0.0004102960873611358,11.251046982988026
wrung,0.00013226177057497495,12.884316259520178
light,0.0002799453895536559,11.802566959180089
those,0.00214968215850506,8.861660918915364
moist,0.001480802471905892,9.399405076045856
shard,0.0015220588683960029,9.359760125885963
pleat,0.0017002248105306126,9.20005876677299
aloft,0.0006119231444579968,10.674361913023757
skill,0.0037697264673912565,8.051324439803384
elder,0.006320599269812709,7.305722934709064
frame,0.0006908440328289465,10.499352339648137
humor,0.00037303786332338294,11.388390308166649
pause,0.0026003575103534815,8.587074298732784
ulcer,0.001019823445129413,9.937464874507928
ultra,0.0015082831591433318,9.372876984740376
robin,0.0007292493003075227,10.421300282647254
cynic,0.001538682449225177,9.344088763326546
aroma,0.00603357409916458,7.372771422235979
caulk,0.0003501204851413224,11.479860904908993
shake,0.0013888175092220362,9.491927243180818
dodge,0.0031262018528533165,8.321373351267324
swill,0.002697915736592906,8.533938995048238
tacit,0.004403764623229067,7.827046924291827
other,0.001417520370173717,9.462414817404674
thorn,0.0006927170084109144,10.495446282518872
trove,0.0005606858741180077,10.800519656448653
bloke,0.00047604800399920995,11.036605319378223
vivid,0.002774038653125751,8.493796394518839
spill,0.004941362707430629,7.660875327843239
chant,0.00046317261802899883,11.076162413358418
choke,0.00032905155553471574,11.569398737573291
rupee,0.004053541505019255,7.946601369474157
nasty,0.0017030127139610633,9.19769507906424
mourn,0.0006096892308425009,10.679638316165093
ahead,0.004718756251282064,7.727377634091941
brine,0.001064274459014743,9.875914038335004
cloth,0.000379398497773841,11.363998413131428
hoard,0.0010031459714913739,9.961252731529605
sweet,0.004178142714957003,7.902922512543262
month,0.00033102192339472155,11.560785610476342
lapse,0.00332469703049303,8.23256140646032
watch,0.00017080010007747997,12.515403559267616
today,0.0009245252734315498,10.078999620919452
focus,0.00033644158700064675,11.537356333732381
smelt,0.0018770140766711284,9.05734481495815
tease,0.021671826915848055,5.528035413300308
cater,0.0021731522557179566,8.845995028286385
movie,0.0003168288354542893,11.624008734555701
saute,0.004188773661015974,7.899256353895666
allow,0.002643607367094861,8.563276363341467
renew,0.0025323334859970524,8.625316877165492
their,0.0013006339273578557,9.58656932222328
slosh,0.00487867354283293,7.67929533632199
purge,0.0004957082440823991,10.97822112720098
chest,0.0010541975245933906,9.889639075132386
depot,0.0009187524622629856,10.088036168275165
epoxy,7.681913245569454e-05,13.668174803316266
nymph,0.00010656311674197668,13.196004195683452
found,0.0001894397679094744,12.365973160974464
shall,0.0066552353297493,7.231294603790182
stove,0.0008502850791270016,10.199765757959343
lowly,0.0010049380361117127,9.958677736243267
snout,0.0015005545152716718,9.38028855154167
trope,0.0015647628029910573,9.319840304107316
fewer,0.0008983646262711267,10.120411257808207
shawl,0.0005427560298302654,10.847408530781074
natal,0.005562541955572983,7.490039972101297
comma,0.0029573315587151697,8.401488285607332
foray,0.0005134321994207158,10.92753860352724
scare,0.004249480896082143,7.878497667973715
stair,0.0042272495109083605,7.886065015556576
black,0.00021821395889867954,12.161968987375687
squad,6.17677811809461e-05,13.982785967231639
royal,0.0016172074945316475,9.272279490125726
chunk,0.00010022822203628609,13.284423583003102
mince,0.0006420040150182087,10.60513005972719
shame,0.001806914487608043,9.112256052517667
cheek,0.0010611386014977402,9.880171177293546
ample,0.00104763027104312,9.898654632907101
flair,0.0007239747711192692,10.431772956019003
foyer,0.0005492866725171128,10.830153091746798
cargo,0.0007568165638584661,10.367768715376684
oxide,0.00016576612937552274,12.55856312527225
plant,0.0008308696433282604,10.233090231887187
olive,0.0005281046255670853,10.886888601795713
inert,0.0021257426570960264,8.877817330221724
askew,0.0008370396607811217,10.222416397088463
heist,0.0019724228358319155,8.98581542373397
shown,0.00035606444540645956,11.455573996071678
zesty,0.0002557910874841969,11.932746382203842
trash,0.0020103916178029154,8.958307723541473
larva,0.0017358363530897538,9.170153341323472
forgo,0.0009230501589572631,10.08130333285639
story,0.0017513560355484619,9.157311883639771
hairy,0.0008124965346445746,10.265350719704685
train,0.0019869856350851955,8.975202842002165
homer,0.0008734358188496135,10.161010683538786
badge,0.0005137301471940841,10.92670164179757
midst,0.0008699003509736535,10.166862233059371
canny,0.0022876252880330785,8.771933525976133
shine,0.0018129365009214142,9.107455889866888
gecko,0.000297382274368229,11.715393722216866
farce,0.0007086054219964822,10.46272987506202
slung,0.0006077828208186322,10.68415648236287
tipsy,0.0007736519021390236,10.336027795118854
metal,0.0016875702930678651,9.210836688069984
yield,0.0009320892040479412,10.067244347331737
delve,0.0010903721289618033,9.84096369371088
being,0.0004194990189103415,11.219044942936414
scour,0.0013304425915096427,9.553878025133386
glass,0.006014707985806293,7.377289588433756
gamer,0.0010768216706038235,9.859004935650551
scrap,0.0014025747614547308,9.47770661179211
money,0.000739891815682901,10.400398039061553
hinge,0.00047121049981754896,11.05134069295761
album,0.0003608500260063769,11.436313020811127
vouch,6.600758757476123e-05,13.887008602582346
asset,0.02167182691584806,5.528035413300307
tiara,0.008984599677783795,6.798330060920473
crept,0.0007673548700967668,10.347818460324339
bayou,0.0004911214475504527,10.99163255233483
atoll,0.007799542670201975,7.002394751299349
manor,0.0013343527250197216,9.549644203317671
creak,0.0010291991706122996,9.924262085083647
showy,0.0002588978463009266,11.915329415639723
peach,0.000588386231168507,10.730948893081338
froth,0.0002457466442764752,11.990540663161587
depth,0.00040091016535112096,11.284433381078669
gloom,0.001389340999275211,9.491383547412346
flood,0.0010952018563391808,9.83458748762031
trait,0.008984599677783794,6.798330060920474
girth,0.000351461001602228,11.474347763982607
piety,0.000744142141821147,10.392134156450247
goose,0.008074431551070575,6.9524235886101655
float,0.0006119231444579967,10.674361913023757
donor,0.0038758436465143892,8.011273911780112
atone,0.0031588150839447254,8.306400800025642
primo,0.000606175465029147,10.687976919372284
apron,0.0013443585836968915,9.538866282020678
blown,0.000166492944333228,12.552251339737275
cacao,0.019947336003695842,5.647660104524448
loser,0.005062266826547725,7.62600073233165
input,0.00043709716414112854,11.159758361510065
gloat,0.0009538073304304805,10.034014509026171
awful,0.00012927788261797343,12.91723690538149
brink,0.0002679827774497554,11.865572094113546
smite,0.002161099433390955,8.854018831733605
beady,0.0006755217844597534,10.531710084720483
rusty,0.0010916262715812948,9.839305263955383
retro,0.010475841561970432,6.576790044321426
droll,0.004330924749713744,7.8511091790213134
gawky,7.730449955750406e-05,13.659088084861423
hutch,0.0009569401085486437,10.029283745124147
pinto,0.0007012590082050563,10.47776498119445
egret,0.00413131779908693,7.919182241768504
lilac,0.004522942411712494,7.788522657665949
sever,0.003535684510900455,8.143794735856238
field,0.00045476747338240285,11.102583308406409
fluff,0.003747395204739886,8.059896150642661
agape,0.003496826274538091,8.159738161228146
voice,0.00032497440808514403,11.587386269969585
stead,0.003947841733102155,7.984720130593569
berth,0.0005506730861852825,10.826516280186983
madam,0.011424384681292567,6.4517397261240825
night,0.0002505295340317904,11.962731691938886
bland,0.0005073182225315618,10.944821397507837
liver,0.0005283751016877342,10.886149894641381
wedge,0.0008221790788426008,10.24825971797847
roomy,0.0022935963113963347,8.76817279513778
wacky,9.612864717702613e-05,13.344674043631368
flock,0.00010418189044101172,13.22860785856985
angry,0.0005707567273596884,10.774836420331601
trite,0.00961202056761589,6.700944549140032
aphid,0.00044313421897927105,11.139968643008688
tryst,0.005647842907979969,7.468084323360026
midge,0.00042526329583524703,11.199356037168814
power,0.0005303667982415233,10.880721916149435
elope,0.005180017961139613,7.592827184356025
cinch,0.0012947727869035562,9.593085335760058
motto,0.011061661759200744,6.498288056311402
stomp,0.0007773903013270955,10.329073270733396
upset,0.0014790845234411581,9.40107978593362
bluff,0.0004514252779790682,11.113225173704715
cramp,0.0004419590007824443,11.143799838238893
quart,5.379801756584507e-05,14.182087463376462
coyly,0.001873862063441022,9.059769525749143
youth,0.00031378547889288934,11.637933789556861
rhyme,0.00045293406739320554,11.108411323908777
